Hugo Symbol	Entrez Gene ID	GRCh37 Isoform	GRCh37 RefSeq	GRCh38 Isoform	GRCh38 RefSeq	# of occurrence within resources (Column D-J)	OncoKB Annotated	Is Oncogene	Is Tumor Suppressor Gene	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	SANGER CGC(05/30/2017)	Gene Aliases
JARID2	3720	ENST00000341776	NM_004973.3	ENST00000341776	NM_004973.3	3	Yes	Yes	Yes	No	Yes	No	Yes	No	No	JMJ
KAT6A	7994	ENST00000265713	NM_006766.4	ENST00000265713	NM_006766.4	3	Yes	No	No	No	No	No	Yes	No	Yes	MOZ, MYST3, RUNXBP2, ZC2HC6A, ZNF220
KMT2B	9757	ENST00000222270	NM_014727.1	ENST00000420124	NM_014727.1	3	Yes	No	Yes	Yes	Yes	No	No	No	No	CXXC10, HRX2, KIAA0304, MLL1B, MLL4, TRX2, WBP7
KMT5A	387893	ENST00000330479	NM_020382.3	ENST00000402868	NM_020382.3	3	Yes	No	No	Yes	Yes	No	No	No	No	PR-Set7, SET07, SET8, SETD8
KNSTRN	90417	ENST00000249776	NM_033286.3	ENST00000249776	NM_033286.3	3	Yes	No	No	Yes	Yes	No	No	No	No	C15orf23, FLJ14502, SKAP, TRAF4AF1, kinastrin
LCK	3932	ENST00000336890	NM_001042771.2	ENST00000336890	NM_001042771.2	3	Yes	Yes	No	No	Yes	No	No	No	Yes	
LMO2	4005	ENST00000395833	NM_001142315.1	ENST00000395833	NM_001142315.1	3	Yes	Yes	No	No	No	No	Yes	No	Yes	RBTN2, RBTNL1, RHOM2, TTG2
LRP1B	53353	ENST00000389484	NM_018557	ENST00000389484	NM_018557	3	Yes	No	Yes	No	No	No	Yes	No	Yes	LRP-DIT, LRPDIT
LZTR1	8216	ENST00000215739	NM_006767.3	ENST00000646124	NM_006767.3	3	Yes	No	Yes	Yes	No	No	No	No	Yes	BTBD29, LZTR-1
MAFB	9935	ENST00000373313	NM_005461.4	ENST00000373313	NM_005461.4	3	Yes	Yes	No	No	No	No	Yes	No	Yes	KRML
MAPK3	5595	ENST00000263025	NM_002746.2	ENST00000263025	NM_002746.2	3	Yes	Yes	No	Yes	Yes	No	No	No	No	ERK1, PRKM3, p44erk1, p44mapk
MAPKAP1	79109	ENST00000265960	NM_001006617.1	ENST00000265960	NM_001006617.1	3	Yes	No	No	Yes	Yes	No	No	No	No	MGC2745, MIP1, SIN1
MDC1	9656	ENST00000376406	NM_014641.2	ENST00000376406	NM_014641.2	3	Yes	No	No	Yes	Yes	No	No	No	No	Em:AB023051.5, KIAA0170, NFBD1
MECOM	2122	ENST00000468789	NM_001105078.3	ENST00000468789	NM_001105078.3	3	Yes	Yes	No	No	No	No	Yes	No	Yes	EVI1, KMT8E, MDS1, MDS1-EVI1, PRDM3
MGA	23269	ENST00000219905	NM_001164273.1	ENST00000219905	NM_001164273.1	3	Yes	No	Yes	Yes	Yes	No	No	No	No	FLJ12634, KIAA0518, MAD5, MXD5
MLLT10	8028	ENST00000307729	NM_001195626.1	ENST00000307729	NM_001195626.1	3	Yes	Yes	No	No	No	No	Yes	No	Yes	AF10
MLLT3	4300	ENST00000380338	NM_004529	ENST00000380338	NM_004529	3	Yes	Yes	No	No	No	No	Yes	No	Yes	AF-9, AF9, YEATS3
MSI1	4440	ENST00000257552	NM_002442.3	ENST00000257552	NM_002442.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	
MST1	4485	ENST00000449682	NM_020998.3	ENST00000449682	NM_020998.3	3	Yes	No	Yes	Yes	Yes	No	No	No	No	D3F15S2, DNF15S2, HGFL, NF15S2
MTAP	4507	ENST00000380172	NM_002451.3	ENST00000644715	NM_002451.3	3	Yes	No	Yes	Yes	No	Yes	No	No	No	MSAP, c86fus
MYB	4602					3	No	No	No	No	No	Yes	Yes	No	Yes	c-myb
MYH11	4629	ENST00000300036	NM_002474	ENST00000300036	NM_002474	3	Yes	No	Yes	No	No	No	Yes	No	Yes	SMHC, SMMHC
NCOA3	8202	ENST00000371998	NM_181659.2	ENST00000371998	NM_181659.2	3	Yes	Yes	No	Yes	Yes	No	No	No	No	ACTR, AIB1, CAGH16, KAT13B, SRC-3, SRC3, TNRC16, TRAM-1, bHLHe42, p/CIP
NCSTN	23385	ENST00000294785	NM_015331.2	ENST00000294785	NM_015331.2	3	Yes	Yes	No	No	Yes	No	Yes	No	No	APH2, KIAA0253
NEGR1	257194	ENST00000357731	NM_173808.2	ENST00000357731	NM_173808.2	3	Yes	No	No	Yes	Yes	No	No	No	No	IGLON4, KILON, MGC46680, Ntra
NKX3-1	4824	ENST00000380871	NM_006167.3	ENST00000380871	NM_006167.3	3	Yes	No	Yes	Yes	Yes	No	No	No	No	BAPX2, NKX3.1, NKX3A
NOTCH4	4855	ENST00000375023	NM_004557.3	ENST00000375023	NM_004557.3	3	Yes	Yes	Yes	Yes	Yes	No	No	No	No	INT3
NR4A3	8013	ENST00000395097	NM_006981.3	ENST00000395097	NM_006981.3	3	Yes	Yes	No	No	No	No	Yes	No	Yes	CSMF, MINOR
NTHL1	4913	ENST00000219066	NM_002528.5	ENST00000219066	NM_002528.5	3	Yes	No	Yes	Yes	Yes	No	No	No	No	NTH1, OCTS3
NUF2	83540	ENST00000271452	NM_031423.3	ENST00000271452	NM_031423.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	CDCA1, CT106, NUF2R
NUP214	8021	ENST00000359428	NM_005085	ENST00000359428	NM_005085	3	Yes	Yes	No	No	No	No	Yes	No	Yes	CAIN, CAN, D9S46E, N214
NUP98	4928	ENST00000359171	XM_005252950.1	ENST00000355260	XM_005252950.1	3	Yes	Yes	No	No	No	No	Yes	No	Yes	NUP96, Nup98-96, Nup98-Nup96
NUTM1	256646	ENST00000333756	XM_011521429.1	ENST00000333756	XM_011521429.1	3	Yes	No	No	No	No	Yes	No	No	Yes	C15orf55, DKFZp434O192, FAM22H, NUT
PAK1	5058	ENST00000356341	NM_002576.4	ENST00000356341	NM_002576.4	3	Yes	Yes	No	Yes	Yes	No	No	No	No	
PAK5	57144	ENST00000353224	NM_177990.2	ENST00000353224	NM_177990.2	3	Yes	Yes	No	Yes	Yes	No	No	No	No	KIAA1264, PAK7
PCBP1	5093	ENST00000303577	NM_006196.3	ENST00000303577	NM_006196.3	3	Yes	No	No	No	Yes	No	Yes	No	No	HNRPE1, HNRPX, hnRNP-E1, hnRNP-X
PDGFB	5155	ENST00000331163	NM_002608.2	ENST00000331163	NM_002608.2	3	Yes	Yes	No	No	No	No	Yes	No	Yes	SIS, SSV
PDPK1	5170	ENST00000342085	NM_002613.4	ENST00000342085	NM_002613.4	3	Yes	No	No	Yes	Yes	No	No	No	No	
PGR	5241	ENST00000325455	NM_000926.4	ENST00000325455	NM_000926.4	3	Yes	Yes	No	Yes	Yes	No	No	No	No	NR3C3, PR
PIK3C3	5289	ENST00000262039	NM_002647.2	ENST00000262039	NM_002647.2	3	Yes	No	No	Yes	Yes	No	No	No	No	Vps34
PIK3CD	5293	ENST00000377346	NM_005026.3	ENST00000377346	NM_005026.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	p110D
PIK3R3	8503	ENST00000262741	NM_003629.3	ENST00000262741	NM_003629.3	3	Yes	No	Yes	Yes	Yes	No	No	No	No	
PLCG1	5335	ENST00000373271	NM_182811.1	ENST00000373271	NM_182811.1	3	Yes	Yes	No	No	Yes	No	No	No	Yes	NCKAP3, PLC-II, PLC1, PLC148, PLCgamma1
PLK2	10769	ENST00000274289	NM_006622.3	ENST00000274289	NM_006622.3	3	Yes	No	No	Yes	Yes	No	No	No	No	SNK
PMAIP1	5366	ENST00000316660	NM_021127.2	ENST00000316660	NM_021127.2	3	Yes	No	Yes	Yes	Yes	No	No	No	No	NOXA
PMS1	5378	ENST00000441310	NM_000534.4	ENST00000441310	NM_000534.4	3	Yes	No	Yes	Yes	Yes	No	No	No	No	MLH2, PMSL1
PNRC1	10957	ENST00000336032	NM_006813.2	ENST00000336032	NM_006813.2	3	Yes	No	No	Yes	Yes	No	No	No	No	B4-2, PROL2, PRR2
PPP4R2	151987	ENST00000356692	NM_174907.2	ENST00000356692	NM_174907.2	3	Yes	No	No	Yes	Yes	No	No	No	No	
PRDM14	63978	ENST00000276594	NM_024504.3	ENST00000276594	NM_024504.3	3	Yes	No	No	Yes	Yes	No	No	No	No	
PRKD1	5587	ENST00000331968	NM_002742.2	ENST00000331968	NM_002742.2	3	Yes	No	No	Yes	Yes	No	No	No	No	PKC-mu, PKCM, PKD, PRKCM
PTP4A1	7803	ENST00000370651	NM_003463.4	ENST00000626021	NM_003463.4	3	Yes	No	No	Yes	Yes	No	No	No	No	PRL-1, PTPCAAX1
PTPN2	5771	ENST00000309660	NM_002828.3	ENST00000309660	NM_002828.3	3	Yes	No	Yes	No	Yes	No	Yes	No	No	PTPT, TC-PTP, TCELLPTP, TCPTP
PTPRD	5789	ENST00000356435	NM_002839.3	ENST00000356435	NM_002839.3	3	Yes	No	Yes	Yes	Yes	No	No	No	No	HPTP, PTPD
PTPRS	5802	ENST00000357368	NM_002850.3	ENST00000587303	NM_002850.3	3	Yes	No	Yes	Yes	Yes	No	No	No	No	
RAB35	11021	ENST00000229340	NM_006861.6	ENST00000229340	NM_006861.6	3	Yes	Yes	No	Yes	Yes	No	No	No	No	H-ray
RAC2	5880	ENST00000249071	NM_002872.4	ENST00000249071	NM_002872.4	3	Yes	Yes	No	Yes	Yes	No	No	No	No	EN-7
RASA1	5921	ENST00000274376	NM_002890.2	ENST00000274376	NM_002890.2	3	Yes	No	Yes	Yes	Yes	No	No	No	No	CM-AVM, GAP, RASA, p120GAP, p120RASGAP
RBM15	64783	ENST00000369784	NM_022768.4	ENST00000369784	NM_022768.4	3	Yes	Yes	Yes	No	No	No	Yes	No	Yes	OTT, OTT1
RECQL	5965	ENST00000421138	NM_002907.3	ENST00000421138	NM_002907.3	3	Yes	No	Yes	Yes	Yes	No	No	No	No	RecQ1, RecQL1
RHEB	6009	ENST00000262187	NM_005614.3	ENST00000262187	NM_005614.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	RHEB2
RIT1	6016	ENST00000368323	NM_006912.5	ENST00000368323	NM_006912.5	3	Yes	Yes	No	Yes	Yes	No	No	No	No	MGC125864, MGC125865, RIBB, RIT, ROC1
RPS6KA4	8986	ENST00000334205	NM_003942.2	ENST00000334205	NM_003942.2	3	Yes	Yes	No	Yes	Yes	No	No	No	No	MSK2, RSK-B
RPS6KB2	6199	ENST00000312629	NM_003952.2	ENST00000312629	NM_003952.2	3	Yes	Yes	No	Yes	Yes	No	No	No	No	KLS, P70-BETA, S6KB, S6Kbeta, S6K?, STK14B, p70S6Kb
RRAGC	64121	ENST00000373001	NM_022157.3	ENST00000373001	NM_022157.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	FLJ13311, GTR2
RRAS	6237	ENST00000246792	NM_006270.3	ENST00000246792	NM_006270.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	R-Ras
RRAS2	22800	ENST00000256196	NM_012250.5	ENST00000256196	NM_012250.5	3	Yes	Yes	No	Yes	Yes	No	No	No	No	TC21
RTEL1	51750	ENST00000360203	NM_001283009.1	ENST00000360203	NM_001283009.1	3	Yes	No	Yes	Yes	Yes	No	No	No	No	C20orf41, DKFZP434C013, KIAA1088, NHL, RTEL, bK3184A7.3
RXRA	6256	ENST00000481739	NM_002957.4	ENST00000481739	NM_002957.4	3	Yes	No	No	Yes	Yes	No	No	No	No	NR2B1
RYBP	23429	ENST00000477973	NM_012234.5	ENST00000477973	NM_012234.5	3	Yes	No	Yes	Yes	Yes	No	No	No	No	AAP1, DEDAF, YEAF1
SESN1	27244	ENST00000436639	NM_014454.2	ENST00000436639	NM_014454.2	3	Yes	No	Yes	Yes	Yes	No	No	No	No	PA26, SEST1
SESN2	83667	ENST00000253063	NM_031459.4	ENST00000253063	NM_031459.4	3	Yes	No	Yes	Yes	Yes	No	No	No	No	DKFZp761M0212, HI95, SEST2
SESN3	143686	ENST00000536441	NM_144665.3	ENST00000536441	NM_144665.3	3	Yes	No	Yes	Yes	Yes	No	No	No	No	MGC29667, SEST3
SET	6418	ENST00000372692	NM_001122821	ENST00000372692	NM_001122821	3	Yes	Yes	No	No	No	No	Yes	No	Yes	2PP2A, IGAAD, IPP2A2, PHAPII, TAF-I, TAF-IBETA
SETDB1	9869	ENST00000271640	NM_001145415.1	ENST00000271640	NM_001145415.1	3	Yes	Yes	Yes	Yes	Yes	No	No	No	No	ESET, KG1T, KIAA0067, KMT1E, TDRD21
SH2D1A	4068	ENST00000371139	NM_002351.4	ENST00000371139	NM_002351.4	3	Yes	No	Yes	Yes	Yes	No	No	No	No	DSHP, EBVS, IMD5, LYP, SAP, XLP, XLPD
SHOC2	8036	ENST00000369452	NM_007373.3	ENST00000369452	NM_007373.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	KIAA0862, SOC-2, SOC2, SUR-8, SUR8
SHQ1	55164	ENST00000325599	NM_018130.2	ENST00000325599	NM_018130.2	3	Yes	No	Yes	Yes	Yes	No	No	No	No	FLJ10539, Shq1p
SLX4	84464	ENST00000294008	NM_032444.2	ENST00000294008	NM_032444.2	3	Yes	No	Yes	Yes	Yes	No	No	No	No	BTBD12, FANCP, KIAA1784, KIAA1987
SMARCE1	6605	ENST00000348513	NM_003079.4	ENST00000348513	NM_003079.4	3	Yes	Yes	Yes	Yes	No	No	No	No	Yes	BAF57
SMC1A	8243	ENST00000322213	NM_006306.3	ENST00000322213	NM_006306.3	3	Yes	No	Yes	No	Yes	No	Yes	No	No	DXS423E, KIAA0178, SB1.8, SMC1L1, Smcb
SMC3	9126	ENST00000361804	NM_005445.3	ENST00000361804	NM_005445.3	3	Yes	No	Yes	No	Yes	No	Yes	No	No	BAM, CSPG6, HCAP, SMC3L1, bamacan
SMYD3	64754	ENST00000388985	NM_001167740.1	ENST00000490107	NM_001167740.1	3	Yes	Yes	No	Yes	Yes	No	No	No	No	KMT3E, ZMYND1, ZNFN3A1
SOS1	6654	ENST00000402219	NM_005633.3	ENST00000402219	NM_005633.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	GINGF
SOX17	64321	ENST00000297316	NM_022454.3	ENST00000297316	NM_022454.3	3	Yes	No	Yes	Yes	Yes	No	No	No	No	
SPRED1	161742	ENST00000299084	NM_152594.2	ENST00000299084	NM_152594.2	3	Yes	No	Yes	Yes	Yes	No	No	No	No	FLJ33903, PPP1R147
SS18	6760	ENST00000415083	NM_001007559.2	ENST00000415083	NM_001007559.2	3	Yes	Yes	No	No	No	No	Yes	No	Yes	SSXT
STK19	8859	ENST00000375331	NM_004197.1	ENST00000375331	NM_004197.1	3	Yes	Yes	No	Yes	Yes	No	No	No	No	D6S60, G11
STK40	83931	ENST00000373129	NM_032017.1	ENST00000373129	NM_032017.1	3	Yes	No	No	Yes	Yes	No	No	No	No	MGC4796, SgK495
TAL1	6886	ENST00000294339	NM_001287347.2	ENST00000294339	NM_001287347.2	3	Yes	Yes	No	No	No	No	Yes	No	Yes	TCL5, bHLHa17
TAP1	6890	ENST00000354258	NM_000593.5	ENST00000354258	NM_000593.5	3	Yes	No	No	Yes	Yes	No	No	No	No	ABCB2, D6S114E, RING4
TAP2	6891	ENST00000374899	NM_018833.2	ENST00000383119	NM_018833.2	3	Yes	No	No	Yes	Yes	No	No	No	No	ABCB3, D6S217E, RING11
TCL1A	8115	ENST00000402399	NM_001098725.1	ENST00000402399	NM_001098725.1	3	Yes	Yes	No	No	No	No	Yes	No	Yes	TCL1
TFE3	7030	ENST00000315869	NM_006521.5	ENST00000315869	NM_006521.5	3	Yes	Yes	No	No	No	No	Yes	No	Yes	TFEA, bHLHe33
TGFBR1	7046	ENST00000374994	NM_004612.2	ENST00000374994	NM_004612.2	3	Yes	No	Yes	Yes	Yes	No	No	No	No	ALK-5, ALK5, ESS1, MSSE, TBR-i, TBRI
TLX1	3195	ENST00000370196	NM_005521.3	ENST00000370196	NM_005521.3	3	Yes	Yes	No	No	No	No	Yes	No	Yes	HOX11, TCL3
TLX3	30012	ENST00000296921	NM_021025.2	ENST00000296921	NM_021025.2	3	Yes	Yes	No	No	No	No	Yes	No	Yes	HOX11L2, RNX
TP53BP1	7158	ENST00000382044	NM_001141980.1	ENST00000382044	NM_001141980.1	3	Yes	No	Yes	Yes	Yes	No	No	No	No	53BP1, TDRD30, p202
TRAF3	7187	ENST00000392745	NM_003300.3	ENST00000392745	NM_003300.3	3	Yes	No	Yes	No	Yes	No	Yes	No	No	CAP-1, CD40bp, CRAF1, LAP1, RNF118
TRAF5	7188	ENST00000261464	NM_001033910.2	ENST00000261464	NM_001033910.2	3	Yes	No	Yes	No	Yes	No	Yes	No	No	RNF84
TYK2	7297	ENST00000264818	NM_003331.4	ENST00000264818	NM_003331.4	3	Yes	Yes	No	No	Yes	No	Yes	No	No	JTK1
U2AF2	11338	ENST00000308924	NM_007279.2	ENST00000308924	NM_007279.2	3	Yes	No	No	No	Yes	No	Yes	No	No	U2AF65
UBR5	51366	ENST00000520539	NM_015902.5	ENST00000520539	NM_015902.5	3	Yes	Yes	No	No	Yes	No	No	No	Yes	DD5, EDD, EDD1, HYD, KIAA0896
UPF1	5976	ENST00000262803	NM_002911.3	ENST00000262803	NM_002911.3	3	Yes	No	No	Yes	Yes	No	No	No	No	HUPF1, KIAA0221, NORF1, RENT1, pNORF1, smg-2
USP8	9101	ENST00000307179	NM_001128610.2	ENST00000307179	NM_001128610.2	3	Yes	Yes	No	Yes	No	No	No	No	Yes	HumORF8, KIAA0055, SPG59, UBPY
VTCN1	79679	ENST00000369458	NM_024626.3	ENST00000369458	NM_024626.3	3	Yes	No	No	Yes	Yes	No	No	No	No	B7-H4, B7H4, B7S1, B7x, FLJ22418
XBP1	7494	ENST00000216037	NM_005080.3	ENST00000216037	NM_005080.3	3	Yes	Yes	No	No	Yes	No	Yes	No	No	XBP2
XIAP	331	ENST00000355640	NM_001167.3	ENST00000355640	NM_001167.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	API3, BIRC4, ILP-1, hILP
YAP1	10413	ENST00000282441	NM_001130145.2	ENST00000282441	NM_001130145.2	3	Yes	Yes	No	Yes	Yes	No	No	No	No	YAP65
YES1	7525	ENST00000314574	NM_005433.3	ENST00000314574	NM_005433.3	3	Yes	Yes	No	Yes	Yes	No	No	No	No	HsT441, Yes, c-yes
ABI1	10006					2	No	No	No	No	No	No	Yes	No	Yes	ABI-1, E3B1, SSH3BP1
ACKR3	57007	ENST00000272928	NM_020311	ENST00000272928	NM_020311	2	Yes	Yes	Yes	No	No	No	No	No	Yes	CMKOR1, CXCR7, GPR159, RDC1
ACTG1	71	ENST00000331925	NM_001199954.1	ENST00000573283	NM_001199954.1	2	Yes	No	Yes	No	Yes	No	No	No	No	ACTG, DFNA20, DFNA26
ACVR1B	91					2	No	No	No	No	No	Yes	No	Yes	No	ACVRLK4, ALK4, ActRIB, SKR2
AFDN	4301					2	No	No	No	No	No	No	Yes	No	Yes	AF-6, AF6, MLLT4
AFF1	4299					2	No	No	No	No	No	No	Yes	No	Yes	AF-4, AF4, MLLT2, PBM1
AGO1	26523	ENST00000373204	NM_012199.2	ENST00000373204	NM_012199.2	2	Yes	Yes	No	Yes	No	No	No	No	No	EIF2C1, hAGO1
ALB	213	ENST00000295897	NM_000477.5	ENST00000295897	NM_000477.5	2	Yes	No	No	Yes	No	No	No	No	No	
APLNR	187	ENST00000257254	NM_005161.4	ENST00000257254	NM_005161.4	2	Yes	Yes	Yes	Yes	No	No	No	No	No	AGTRL1, APJ, APJR, FLJ90771
ARFRP1	10139					2	No	No	No	No	No	Yes	Yes	No	No	ARL18, ARP, Arp1
ARHGAP26	23092					2	No	No	No	No	No	No	Yes	No	Yes	GRAF, KIAA0621, OPHN1L, OPHN1L1
ARHGAP35	2909	ENST00000404338	NM_004491.4	ENST00000404338	NM_004491.4	2	Yes	Yes	Yes	Yes	No	No	No	No	No	GRF-1, GRLF1, KIAA1722, P190A, p190ARhoGAP, p190RhoGAP
ARHGEF12	23365					2	No	No	No	No	No	No	Yes	No	Yes	KIAA0382, LARG
ARHGEF28	64283	ENST00000426542	NM_001177693.1	ENST00000426542	NM_001177693.1	2	Yes	Yes	No	No	Yes	No	No	No	No	RGNEF, RIP2, p190RhoGEF
ARID3A	1820	ENST00000263620	NM_005224.2	ENST00000263620	NM_005224.2	2	Yes	No	Yes	No	Yes	No	No	No	No	BRIGHT, DRIL1
ARID3B	10620	ENST00000346246	NM_001307939.1	ENST00000346246	NM_001307939.1	2	Yes	Yes	No	No	Yes	No	No	No	No	BDP, DRIL2
ARID3C	138715	ENST00000378909	NM_001017363.1	ENST00000378909	NM_001017363.1	2	Yes	No	No	No	Yes	No	No	No	No	
ARID4A	5926	ENST00000355431	NM_002892.3	ENST00000355431	NM_002892.3	2	Yes	No	Yes	No	Yes	No	No	No	No	RBBP1, RBP-1
ARID4B	51742	ENST00000264183	NM_001206794.1	ENST00000264183	NM_001206794.1	2	Yes	No	Yes	No	Yes	No	No	No	No	BCAA, BRCAA1, RBP1L1, SAP180
ARID5A	10865	ENST00000357485	NM_212481.1	ENST00000357485	NM_212481.1	2	Yes	No	No	No	Yes	No	No	No	No	MRF-1, RP11-363D14
ARNT	405					2	No	No	No	No	No	No	Yes	No	Yes	HIF-1beta, bHLHe2
ATIC	471					2	No	No	No	No	No	No	Yes	No	Yes	AICARFT, IMPCHASE, PURH
ATP1A1	476	ENST00000295598	NM_000701	ENST00000295598	NM_000701	2	Yes	Yes	Yes	No	No	No	No	No	Yes	
ATP6AP1	537	ENST00000369762	NM_001183.5	ENST00000369762	NM_001183.5	2	Yes	No	No	No	Yes	No	No	No	No	16A, ATP6IP1, ATP6S1, Ac45, CF2, ORF, VATPS1, XAP-3, XAP3
ATP6V1B2	526	ENST00000276390	NM_001693.3	ENST00000276390	NM_001693.3	2	Yes	No	Yes	No	Yes	No	No	No	No	ATP6B2, HO57
ATXN2	6311	ENST00000377617	NM_002973.3	ENST00000550104	NM_002973.3	2	Yes	No	Yes	No	Yes	No	No	No	No	ATX2, SCA2, TNRC13
ATXN7	6314	ENST00000295900	NM_000333.3	ENST00000295900	NM_000333.3	2	Yes	Yes	No	Yes	No	No	No	No	No	ADCAII, OPCA3, SCA7, SGF73
BACH2	60468	ENST00000257749	NM_001170794.1	ENST00000257749	NM_001170794.1	2	Yes	No	Yes	No	Yes	No	No	No	No	BTBD25
BCL11A	53335					2	No	No	No	No	No	No	Yes	No	Yes	BCL11A-L, BCL11A-S, BCL11A-XL, CTIP1, EVI9, HBFQTL5, ZNF856
BCL2L2	599					2	No	No	No	No	No	Yes	Yes	No	No	BCL-W, KIAA0271, PPP1R51
BCL7A	605					2	No	No	No	No	No	No	Yes	No	Yes	BCL7
BRD3	8019	ENST00000303407	NM_007371	ENST00000303407	NM_007371	2	Yes	Yes	No	No	No	No	No	No	Yes	KIAA0043, ORFX, RING3L
BRSK1	84446	ENST00000309383	NM_032430	ENST00000309383	NM_032430	2	Yes	No	Yes	No	No	No	Yes	No	No	KIAA1811
CAMTA1	23261					2	No	No	No	No	No	No	Yes	No	Yes	KIAA0833
CARS1	833					2	No	No	No	No	No	No	Yes	No	Yes	CARS
CBFA2T3	863					2	No	No	No	No	No	No	Yes	No	Yes	ETO2, MTG16, MTGR2, RUNX1T3, ZMYND4
CD22	933					2	No	No	No	No	No	Yes	Yes	No	No	SIGLEC-2, SIGLEC2
CD28	940	ENST00000324106	NM_006139.3	ENST00000324106	NM_006139.3	2	Yes	Yes	No	No	Yes	No	No	No	No	
CD70	970					2	No	No	No	No	No	Yes	Yes	No	No	CD27L, CD27LG, TNFSF7
CD74	972					2	No	No	No	No	No	Yes	No	No	Yes	DHLAG
CDX2	1045					2	No	No	No	No	No	No	Yes	No	Yes	CDX3
CEP43	11116					2	No	No	No	No	No	No	Yes	No	Yes	FGFR1OP, FOP
CLTC	1213					2	No	No	No	No	No	No	Yes	No	Yes	CLTCL2, Hc
CLTCL1	8218					2	No	No	No	No	No	No	Yes	No	Yes	CHC22, CLH22, CLTCL, CLTD
CMTR2	55783	ENST00000338099	NM_001099642.1	ENST00000338099	NM_001099642.1	2	Yes	No	Yes	Yes	No	No	No	No	No	AFT, FLJ11171, FTSJD1, MTr2
CNTRL	11064					2	No	No	No	No	No	No	Yes	No	Yes	CEP1, CEP110
COL1A1	1277					2	No	No	No	No	No	No	Yes	No	Yes	
CRBN	51185	ENST00000231948	NM_016302.3	ENST00000231948	NM_016302.3	2	Yes	No	Yes	No	Yes	No	No	No	No	MRT2, MRT2A
CREB1	1385	ENST00000432329	NM_134442.3	ENST00000432329	NM_134442.3	2	Yes	Yes	No	No	No	No	No	No	Yes	
CREB3L1	90993					2	No	No	No	No	No	No	Yes	No	Yes	OASIS
CREB3L2	64764					2	No	No	No	No	No	No	Yes	No	Yes	BBF2H7, TCAG_1951439
CTNNA1	1495					2	No	No	No	No	No	Yes	Yes	No	No	CAP102
CTR9	9646	ENST00000361367	NM_014633.4	ENST00000361367	NM_014633.4	2	Yes	No	Yes	Yes	No	No	No	No	No	KIAA0155, SH2BP1, p150TSP
CYP19A1	1588	ENST00000260433	NM_000103.3	ENST00000396402	NM_000103.3	2	Yes	Yes	No	Yes	No	No	No	No	No	ARO, ARO1, CPV1, CYAR, CYP19, P-450AROM, aromatase
DDX10	1662					2	No	No	No	No	No	No	Yes	No	Yes	Dbp4, HRH-J8
DDX6	1656					2	No	No	No	No	No	No	Yes	No	Yes	HLR2, Rck/p54
DNM2	1785					2	No	No	No	No	No	No	Yes	No	Yes	CMT2M, CMTDI1, CMTDIB, DI-CMTB, DYN2, DYNII
EBF1	1879					2	No	No	No	No	No	No	Yes	No	Yes	COE1, EBF, OLF1
ECT2L	345930	ENST00000367682	NM_001077706.2	ENST00000367682	NM_001077706.2	2	Yes	No	Yes	No	No	No	Yes	No	No	ARHGEF32, C6orf91, FBXO49, LFDH
EGR1	1958	ENST00000239938	NM_001964.2	ENST00000239938	NM_001964.2	2	Yes	No	Yes	No	Yes	No	No	No	No	AT225, G0S30, KROX-24, NGFI-A, TIS8, ZIF-268
ELF4	2000					2	No	No	No	No	No	No	Yes	No	Yes	ELFR
ELL	8178					2	No	No	No	No	No	No	Yes	No	Yes	C19orf17, ELL1, Men, PPP1R68
EML4	27436					2	No	No	No	No	No	No	Yes	No	Yes	C2orf2, ELP120, ROPP120
EMSY	56946					2	No	No	No	No	No	Yes	Yes	No	No	C11orf30
EP400	57634	ENST00000389561	NM_015409.3	ENST00000389561	NM_015409.3	2	Yes	No	Yes	No	Yes	No	No	No	No	CAGH32, DKFZP434I225, KIAA1498, KIAA1818, P400, TNRC12
EPOR	2057	ENST00000222139	NM_000121.3	ENST00000222139	NM_000121.3	2	Yes	Yes	No	No	No	No	Yes	No	No	
EPS15	2060					2	No	No	No	No	No	No	Yes	No	Yes	AF-1P, MLLT5
ESCO2	157570	ENST00000305188	NM_001017420.2	ENST00000305188	NM_001017420.2	2	Yes	No	Yes	No	Yes	No	No	No	No	EFO2, RBS
ETAA1	54465	ENST00000272342	NM_019002.3	ENST00000272342	NM_019002.3	2	Yes	No	Yes	Yes	No	No	No	No	No	ETAA16
EXT1	2131	ENST00000378204	NM_000127	ENST00000378204	NM_000127	2	Yes	No	Yes	No	No	No	No	No	Yes	LGCR, LGS, ttv
EZHIP	340602	ENST00000342995	NM_203407.2	ENST00000342995	NM_203407.2	2	Yes	Yes	No	Yes	No	No	No	No	No	CATACOMB, CXorf67
EZR	7430					2	No	No	No	No	No	Yes	No	No	Yes	VIL2
FANCE	2178					2	No	No	No	No	No	No	Yes	No	Yes	FACE, FAE
